Username From;folcount;frcount;Tweet;Mention
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Zaindamai;2082;2641;b'RT @Zaindamai: Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikco\xe2\x80\xa6';Zaindamai
Zaindamai;2082;2641;b'RT @Zaindamai: Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikco\xe2\x80\xa6';KemenkesRI
Zaindamai;2082;2641;b'RT @Zaindamai: Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikco\xe2\x80\xa6';Kemenag_RI
Zaindamai;2082;2641;b'RT @Zaindamai: Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikco\xe2\x80\xa6';KemensetnegRI
Zaindamai;2082;2641;b'Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikcom @RadioElshinta Hari pertama puasa 13 April ? @satgascovid19id @jokowi https://t.co/gLl8Eeh45H';KemenkesRI
Zaindamai;2082;2641;b'Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikcom @RadioElshinta Hari pertama puasa 13 April ? @satgascovid19id @jokowi https://t.co/gLl8Eeh45H';Kemenag_RI
Zaindamai;2082;2641;b'Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikcom @RadioElshinta Hari pertama puasa 13 April ? @satgascovid19id @jokowi https://t.co/gLl8Eeh45H';KemensetnegRI
Zaindamai;2082;2641;b'Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikcom @RadioElshinta Hari pertama puasa 13 April ? @satgascovid19id @jokowi https://t.co/gLl8Eeh45H';detikcom
Zaindamai;2082;2641;b'Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikcom @RadioElshinta Hari pertama puasa 13 April ? @satgascovid19id @jokowi https://t.co/gLl8Eeh45H';RadioElshinta
Zaindamai;2082;2641;b'Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikcom @RadioElshinta Hari pertama puasa 13 April ? @satgascovid19id @jokowi https://t.co/gLl8Eeh45H';satgascovid19id
Zaindamai;2082;2641;b'Program #VaksinasiNasional harus dikejar menjelang #Ramadhan dan Lebaran2021 @KemenkesRI @Kemenag_RI @KemensetnegRI @detikcom @RadioElshinta Hari pertama puasa 13 April ? @satgascovid19id @jokowi https://t.co/gLl8Eeh45H';jokowi
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Robbs_Robb;136;161;b'RT @KemenkesRI: Pemerintah telah memulai program vaksinasi COVID-19 secara nasional.\n\nJika #Healthies membutuhkan informasi seputar vaksina\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 27 Maret 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 28 Maret 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 28 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 29 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 29 Maret 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 31 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 31 Maret 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: #Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lh\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: #Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lh\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SafitriL_1;484;287;b'RT @KemenkesRI: Pemerintah telah memulai program vaksinasi COVID-19 secara nasional.\n\nJika #Healthies membutuhkan informasi seputar vaksina\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 29 Maret 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 31 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 31 Maret 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: #Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lh\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: #Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lh\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
Margaretaisnian;320;229;b'RT @KemenkesRI: Pemerintah telah memulai program vaksinasi COVID-19 secara nasional.\n\nJika #Healthies membutuhkan informasi seputar vaksina\xe2\x80\xa6';KemenkesRI
AmstrongBiring;4199;5000;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
AmstrongBiring;4199;5000;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
AmstrongBiring;4199;5000;b'RT @KemenkesRI: #Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lh\xe2\x80\xa6';KemenkesRI
AmstrongBiring;4199;5000;b'RT @KemenkesRI: #Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lh\xe2\x80\xa6';KemenkesRI
PoskotaJ;374;174;b'KBM Tatap Muka Juli 2021, Cepat Tuntaskan Vaksinasi untuk Guru https://t.co/OKa3rO3zKu via @PoskotaJ                                                          #Vaksinasi #VaksinasiNasional';PoskotaJ
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 29 Maret 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 29 Maret 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 31 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 31 Maret 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: #Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lh\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: #Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lh\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SofianAhmad76;116;151;b'RT @KemenkesRI: Pemerintah telah memulai program vaksinasi COVID-19 secara nasional.\n\nJika #Healthies membutuhkan informasi seputar vaksina\xe2\x80\xa6';KemenkesRI
mr_setiabudhi;212;217;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
didiksudarsono9;0;13;b'RT @ptfm_bpptri: Sebagai follow up pengujian antibodi pra-vaksinasi, kami dari PTFM akan melakukan pengujian rapid test antibodi kembali se\xe2\x80\xa6';ptfm_bpptri
didiksudarsono9;0;13;b'RT @ptfm_bpptri: Dear Farmazen\n\nMau tahu nggak hasil tes rapid kemarin sebelum vaksinasi? Apa hubungannya dengan kekebalan terhadap Covid-1\xe2\x80\xa6';ptfm_bpptri
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 30 Maret 2021 pukul 18.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 31 Maret 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 31 Maret 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https:/\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 1 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 2 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 3 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 4 April 2021 pukul 15.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 09.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
SigitSi2;255;68;b'RT @KemenkesRI: Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 5 April 2021 pukul 12.00 WIB.\n\n#VaksinasiNasional https://\xe2\x80\xa6';KemenkesRI
