Username From;folcount;frcount;Tweet;Mention
BimaSutena;0;7;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
Sitinurzakia2;1;3;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
Sitinurzakia2;1;3;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
Sitinurzakia2;1;3;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
Sitinurzakia2;1;3;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
Sitinurzakia2;1;3;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
Sitinurzakia2;1;3;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
PratiwiDewi80;4;8;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
PratiwiDewi80;4;8;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
PratiwiDewi80;4;8;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
PratiwiDewi80;4;8;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
PratiwiDewi80;4;8;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
PratiwiDewi80;4;8;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
AdinaYasmita;17;14;b'@GekmaRenata Iyaa gaiss penting banget loh untuk mereka bisa dapat vaksin\n#VaksinUntukKita #UpayaLawanPandemi';GekmaRenata
AdinaYasmita;17;14;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
AdinaYasmita;17;14;b'@berjoang Wahh terimakasih infonyaa, jadi tau deh lokasi vaksinasi di jaksel\n#VaksinUntukKita #UpayaLawanPandemi';berjoang
AdinaYasmita;17;14;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
AuliaMartiany;0;11;b'@berjoang semoga ini smua bs bermanfaat utk qt #UpayaLawanPandemi #VaksinUntukKita';berjoang
AdinaYasmita;17;14;b'@Vaksin_Update Ayoo gaiss jangan males yaaa, yuk daftarin orang tua atau kerabat untuk divaksin\n#VaksinUntukKita #UpayaLawanPandemi';Vaksin_Update
AuliaMartiany;0;11;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
AuliaMartiany;0;11;b'@GekmaRenata mari qt sama2 dkung Indonesia pulih #VaksinUntukKita #UpayaLawanPandemi';GekmaRenata
AdinaYasmita;17;14;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
AuliaMartiany;0;11;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
AuliaMartiany;0;11;b'@ontynad daftar dan dampingi orang tua kita #UpayaLawanPandemi #VaksinUntukKita';ontynad
AdinaYasmita;17;14;b'@ontynad Yukk yuk dampingi mereka saat melakukan vaksinasi #VaksinUntukKita #UpayaLawanPandemi';ontynad
AdinaYasmita;17;14;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
AuliaMartiany;0;11;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
AuliaMartiany;0;11;b'@Vaksin_Update mari kita peduli dg para lansia #UpayaLawanPandemi #VaksinUntukKita';Vaksin_Update
AdinaYasmita;17;14;b'@VaksinBersama Bener banget, cara efektif mencegah diri dari corona ya dengan vaksinasi #VaksinUntukKita #UpayaLawanPandemi';VaksinBersama
AuliaMartiany;0;11;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
AdinaYasmita;17;14;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
AuliaMartiany;0;11;b'@VaksinBersama yuk kita yakinkan orang tua kita #UpayaLawanPandemi #VaksinUntukKita';VaksinBersama
AdinaYasmita;17;14;b'@Vaksin_Kita Buruann daftarin mereka ya gaisss #VaksinUntukKita #UpayaLawanPandemi';Vaksin_Kita
AuliaMartiany;0;11;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
AuliaMartiany;0;11;b'@Vaksin_Kita yoi mari qt lindungi slalu lansia #UpayaLawanPandemi #VaksinUntukKita';Vaksin_Kita
AdinaYasmita;17;14;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
AuliaMartiany;0;11;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
TobaJenaka;1;6;b'@berjoang mari kita sosialisasikan lagi #UpayaLawanPandemi #VaksinUntukKita';berjoang
TobaJenaka;1;6;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
TobaJenaka;1;6;b'@GekmaRenata yuk saling membantu #UpayaLawanPandemi #VaksinUntukKita';GekmaRenata
TobaJenaka;1;6;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
TobaJenaka;1;6;b'@ontynad mari kita dampingi slalu para lansia #UpayaLawanPandemi #VaksinUntukKita';ontynad
TobaJenaka;1;6;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
TobaJenaka;1;6;b'@Vaksin_Update mari kita tolong orang tua kita #UpayaLawanPandemi #VaksinUntukKita';Vaksin_Update
TobaJenaka;1;6;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
TobaJenaka;1;6;b'@VaksinBersama aman dan efektif pastinya #UpayaLawanPandemi #VaksinUntukKita';VaksinBersama
TobaJenaka;1;6;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
TobaJenaka;1;6;b'@Vaksin_Kita yuk lah daftarkan lansung #UpayaLawanPandemi #VaksinUntukKita';Vaksin_Kita
TobaJenaka;1;6;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
nurhaininovian2;1;8;b'@Mimah961 Bener, pola makan yang sehat jugaaa yaaa. Jaga imun jugaaa guis\n\n#VaksinUntukKita\n#UpayaLawanPandemi';Mimah961
arningsihsaput2;6;11;b'@RaliensyahRani Bisa juga kak terapkan pola hidup yang sehat yaaa. Hehe \n\n#VaksinUntukKita\n#UpayaLawanPandemi';RaliensyahRani
nurhaininovian2;1;8;b'@OnlyTaehyung21 Ya karena aman boi , gaskeeeun kalo ada kesempatan vaksinasi.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';OnlyTaehyung21
adisti_novianti;5;5;b'@RaliensyahRani Yup kalo kata gua juga suksesin vaksinasinya dah ya hehe.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';RaliensyahRani
arningsihsaput2;6;11;b'@PuputPutriana19 Eh iyaaa bener, jangan takut di vaksinasi.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';PuputPutriana19
adisti_novianti;5;5;b'@InYeopOppa Ntap eh ini infonya, yok ayo kita vaksinasi yaak\n\n#VaksinUntukKita\n#UpayaLawanPandemi';InYeopOppa
CobuzierD;9;18;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
liliannabella1;10;19;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
dinalissa1;5;12;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
CobuzierD;9;18;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
nissanisse2;7;11;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
liliannabella1;10;19;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
nissanisse2;7;11;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
dinalissa1;5;12;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
CobuzierD;9;18;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
JaminahMuti;8;18;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
liliannabella1;10;19;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
nissanisse2;7;11;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
JaminahMuti;8;18;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
isyanilala;15;28;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
dinalissa1;5;12;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
CobuzierD;9;18;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
isyanilala;15;28;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
JaminahMuti;8;18;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
liliannabella1;10;19;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
nissanisse2;7;11;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
JaminahMuti;8;18;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
isyanilala;15;28;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
dinalissa1;5;12;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
CobuzierD;9;18;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
vovarelia;18;36;b'RT @GekmaRenata: Yuk bantu lansia di sekitar kita untuk mendaftar vaksinasi secara online. Biar semakin cepat indonesia terbebas dari pande\xe2\x80\xa6';GekmaRenata
vovarelia;18;36;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
vovarelia;18;36;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
vovarelia;18;36;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
vovarelia;18;36;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
vovarelia;18;36;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
ArunimaAyase;7;13;b'@Vaksin_Kita mari kita lindungi orang orang yg kita sayangi terutama para lansia yg ada di lingkungan keluarga kita, seegera daftarkan diri mereka untuk divaksin\n#VaksinUntukKita\n#UpayaLawanPandemi';Vaksin_Kita
adisti_novianti;5;5;b'@RaliensyahRani Kita bisaaaa kalo terus disiplin 5M yaak terapin pola hidup sehat juga.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';RaliensyahRani
ArunimaAyase;7;13;b'RT @Vaksin_Kita: Lindungi lansia dari covid -19, segera daftar kan mereka vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi https://t.co/iNR\xe2\x80\xa6';Vaksin_Kita
ArunimaAyase;7;13;b'@VaksinBersama vaksin adalah upaya efektif untuk melawan covid-19, karena itu lansia harus segera divaksinasi sebab mereka adalah kelompok yg paling rentan\n#VaksinUntukKita\n#UpayaLawanPandemi';VaksinBersama
ArunimaAyase;7;13;b'RT @VaksinBersama: Jangan pernah ragu untuk divaksin, terutama para lansia, karena vaksin aman dan efektif melindungi diri dari covid-19.\xe2\x80\xa6';VaksinBersama
ArunimaAyase;7;13;b'@ontynad beri kenyamanan dan keamanan pada mereka lansia untuk divaksinasi dengan pendampingan dari keluarga tercinta\n#VaksinUntukKita\n#UpayaLawanPandemi';ontynad
ArunimaAyase;7;13;b'RT @ontynad: Untuk mempercepat proses vaksinasi nasional kita bergotong royong bersama untuk melawan pandemi. Upaya sederhana adalah mendam\xe2\x80\xa6';ontynad
ArunimaAyase;7;13;b'@Vaksin_Update keberhasilan program vaksinasi nasional tergantuk dari keberhasilan vaksinasi pada kelompok lansia loh\n#VaksinUntukKita\n#UpayaLawanPandemi';Vaksin_Update
ArunimaAyase;7;13;b'RT @Vaksin_Update: Yuk bersama\xc2\xb2 kita bantu orang tua dan kerabat kita yg lanjut usia untuk mendaftarkan vaksinasi covid19.\n\n#VaksinUntukKit\xe2\x80\xa6';Vaksin_Update
ArunimaAyase;7;13;b'@berjoang banyak nih faskes yg melayani vaksinasi untuk lansia\n#VaksinUntukKita\n#UpayaLawanPandemi';berjoang
ArunimaAyase;7;13;b'RT @berjoang: Ini ada info faskes vaksinasi jaksel guys. Semoga bermanfaat.\nYuk kita ajak orang tua kita yg sudah lansia untuk mendaftar va\xe2\x80\xa6';berjoang
ChristallineSa2;4;8;b'@PuputPutriana19 Yuhi yuk mareeee tetep disiplin prokes yeaaa\n\n#VaksinUntukKita\n#UpayaLawanPandemi';PuputPutriana19
ChristallineSa2;4;8;b'@kepopolitikk Yoks 5M dont forget hokaaaai. Bisa kita bisaaaa kalo percaya\n\n#VaksinUntukKita\n#UpayaLawanPandemi';kepopolitikk
adisti_novianti;5;5;b'@arningsihsaput2 Eh jangan lupa kudu banget juga buat tetep jaga protokol kesehatan.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';arningsihsaput2
arningsihsaput2;6;11;b'@PuputPutriana19 Oiya anterin juga orang tua kita ke lokasi vaksinasi. \n\n#VaksinUntukKita\n#UpayaLawanPandemi';PuputPutriana19
arningsihsaput2;6;11;b'@PuputPutriana19 Bener kita harus dampingin dan terus temenin yak.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';PuputPutriana19
ChristallineSa2;4;8;b'@VivaSport12 Yap krn itu para orang tua kita dapet skala prioritas buat di vaksinasi guis. Ayo guis dampingin \n#VaksinUntukKita\n#UpayaLawanPandemi';VivaSport12
adisti_novianti;5;5;b'@PersijaJKT14 Yas kalo online gini bisa mempersingkat waktu yee, ajip emang program yang di kasih hehe \n#VaksinUntukKita\n#UpayaLawanPandemi';PersijaJKT14
nurhaininovian2;1;8;b'@PersijaJKT14 Yup guis kalo bukan kita siapa lagi guis, kita dampingin dan semangatin para orang tua kita guis \n#VaksinUntukKita\n#UpayaLawanPandemi';PersijaJKT14
arningsihsaput2;6;11;b'@receh_pedia Daftarin karena bisa secara online guis. Jd dampingin ya guis.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';receh_pedia
ChristallineSa2;4;8;b'@receh_pedia Bismillah , vaksinasi bisa jadi hal penting krn usaha buat neken angka penyebaran pandemi \n\n#VaksinUntukKita\n#UpayaLawanPandemi';receh_pedia
adisti_novianti;5;5;b'@isyanilala Jangan abai tetep usahain buat pake masker dimanapun berada, yuk kita patuh \n#VaksinUntukKita\n#UpayaLawanPandemi';isyanilala
nurhaininovian2;1;8;b'@dinalissa1 Yak gua yakin si bakalan banyak yg mau di vaksinasi.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';dinalissa1
arningsihsaput2;6;11;b'@JaminahMuti Jgn lupa juga abis di vaksinasi buat tetep jaga protokol kesehatan yee.\n\n#VaksinUntukKita\n#UpayaLawanPandemi';JaminahMuti
BudidayaKKP;16983;223;b'RT @kkpgoid: #SahabatBahari, vaksinasi massal untuk pelaku UMKM akan dimulai pada 1 April 2021. Pelaku UMKM menjadi prioritas vaksinasi seb\xe2\x80\xa6';kkpgoid
KozukoVm;22;11;b'@JhonaMerah @detikcom Halo gaes, mari kita cegah penyebaran virus corona, jangan mudik dulu sayangi diri anda dan keluarga anda.\n#VaksinUntukKita #UpayaLawanPandemi';JhonaMerah
KozukoVm;22;11;b'@JhonaMerah @detikcom Halo gaes, mari kita cegah penyebaran virus corona, jangan mudik dulu sayangi diri anda dan keluarga anda.\n#VaksinUntukKita #UpayaLawanPandemi';detikcom
MynaEve;3265;3343;b'\xf0\x9f\x8e\xac Presiden @jokowi saat meninjau pelaksanaan vaksinasi massal untuk petugas publik disektor perbankan dan pasar modal, 31 Maret 2021. \n@KemenkesRI\n@KemenBUMN\n#VaksinasiNasional\n#vaksinuntukkita\n#VaksinUntukIndonesia \n#VaksinPulihkanNegeri \n#vaksinmandiriatasipandemi https://t.co/MozTCTwCUs';jokowi
MynaEve;3265;3343;b'\xf0\x9f\x8e\xac Presiden @jokowi saat meninjau pelaksanaan vaksinasi massal untuk petugas publik disektor perbankan dan pasar modal, 31 Maret 2021. \n@KemenkesRI\n@KemenBUMN\n#VaksinasiNasional\n#vaksinuntukkita\n#VaksinUntukIndonesia \n#VaksinPulihkanNegeri \n#vaksinmandiriatasipandemi https://t.co/MozTCTwCUs';KemenkesRI
MynaEve;3265;3343;b'\xf0\x9f\x8e\xac Presiden @jokowi saat meninjau pelaksanaan vaksinasi massal untuk petugas publik disektor perbankan dan pasar modal, 31 Maret 2021. \n@KemenkesRI\n@KemenBUMN\n#VaksinasiNasional\n#vaksinuntukkita\n#VaksinUntukIndonesia \n#VaksinPulihkanNegeri \n#vaksinmandiriatasipandemi https://t.co/MozTCTwCUs';KemenBUMN
ryolandafit;699;27;b'RT @detikcom: Hai detikers, udah tahu belum apa yang harus dipersiapkan sebelum dan sesudah di vaksinasi COVID-19? Yuk simak video berikut\xe2\x80\xa6';detikcom
RatnaRa64539974;702;845;b'RT @detikcom: Hai detikers, udah tahu belum apa yang harus dipersiapkan sebelum dan sesudah di vaksinasi COVID-19? Yuk simak video berikut\xe2\x80\xa6';detikcom
detikcom;16814513;30;b'Hai detikers, udah tahu belum apa yang harus dipersiapkan sebelum dan sesudah di vaksinasi COVID-19? Yuk simak video berikut ini #VaksinasiNasional #VaksinUntukKita @KemenkesRI \n-\nKlik: https://t.co/AtSiolcwwb';KemenkesRI
PoskotaJ;311;174;b'Vaksinasi Covid-19 Kota Sukabumi Tembus 21.872 orang https://t.co/KCVeU3m7mX via @PoskotaJ                                                           #COVID19 #pandemi #VaksinUntukKita #berita #INFO';PoskotaJ
PratomoSuryo;103;612;b'RT @KemenkopUKM: Vaksinasi massal untuk pelaku UMKM akan dimulai pada 1 April 2021.\n\n#VaksinUntukKita\n#SiapBersamaKUMKM\n#UMKMBangkit\n#Koper\xe2\x80\xa6';KemenkopUKM
apriliacahya_22;50;137;b'RT @VaksinUntukKita: Ada kabar baik nih guys, bahwa kelompok lansia, komorbid, penyintas COVID-19 dapat divaksinasi.\n\nNamun perhatikan dan\xe2\x80\xa6';VaksinUntukKita
haniefanm;435;603;b'RT @KemenkopUKM: Vaksinasi massal untuk pelaku UMKM akan dimulai pada 1 April 2021.\n\n#VaksinUntukKita\n#SiapBersamaKUMKM\n#UMKMBangkit\n#Koper\xe2\x80\xa6';KemenkopUKM
sahabat_umkm;105;45;b'RT @KemenkopUKM: Vaksinasi massal untuk pelaku UMKM akan dimulai pada 1 April 2021.\n\n#VaksinUntukKita\n#SiapBersamaKUMKM\n#UMKMBangkit\n#Koper\xe2\x80\xa6';KemenkopUKM
iidideal;106;232;b'RT @KemenkopUKM: Vaksinasi massal untuk pelaku UMKM akan dimulai pada 1 April 2021.\n\n#VaksinUntukKita\n#SiapBersamaKUMKM\n#UMKMBangkit\n#Koper\xe2\x80\xa6';KemenkopUKM
sihargeol;574;593;b'RT @KemenkopUKM: Vaksinasi massal untuk pelaku UMKM akan dimulai pada 1 April 2021.\n\n#VaksinUntukKita\n#SiapBersamaKUMKM\n#UMKMBangkit\n#Koper\xe2\x80\xa6';KemenkopUKM
IwanKamah;1337;1245;b'PRESIDEN RI Joko Widodo juga berharap daerah-daerah pelosok lain melakukan vaksinasi massal serupa agar pandemi dapat dihentikan. #jokowi #VaksinUntukKita @jokowi https://t.co/PfcGsKwUkG';jokowi
IwanKamah;1337;1245;b'PRESIDEN RI Joko Widodo berharap bila semua guru selesai divaksin,  maka ada uji coba pembelajaran tatap muka dapat dimulai bulan Juli 2021. #jokowi #VaksinUntukKita @jokowi https://t.co/XVvYDY7SRz';jokowi
IwanKamah;1337;1245;"b""VAKSINASI massal di Puskesmas Ge'tengan ini diperuntukan bagi komunitas lansia, yang telah berlangsung secara bertahap sejak 15 Mar 2021. #jokowi #VaksinUntukKita @jokowi https://t.co/ZK1Mx715oQ""";jokowi
IwanKamah;1337;1245;"b""DI Tana Toraja, Presiden RI Joko Widodo menyaksikan vaksinasi massal di Puskesmas Ge'tengan, Mengkedek, Kam\xc4\xb1\xc5\x9f 18 Mar 2021. Presiden berharap laju pandemi dapat dikurangi penyebarannya di Tana Toraja. #jokowi #VaksinUntukKita @jokowi https://t.co/mRr9eNqZcp""";jokowi
lijod;116;473;b'RT @ayoyogyacom: Pasien Covid-19 dari klaster takziah di Blekik, Sardonoharjo, Ngaglik, Sleman, makin bertambah.\n\n#COVID19 #COVID__19 #COVI\xe2\x80\xa6';ayoyogyacom
Zaindamai;2084;2631;b'Sertifikat Vaksin jadi pasport keren @kemenhub151 @KemenkesRI @RadioElshinta mahalnya biaya test swab PCR vs GeNose @masdhafm @tribunjogja #VaksinUntukKita https://t.co/A0IScGqQtY';kemenhub151
Zaindamai;2084;2631;b'Sertifikat Vaksin jadi pasport keren @kemenhub151 @KemenkesRI @RadioElshinta mahalnya biaya test swab PCR vs GeNose @masdhafm @tribunjogja #VaksinUntukKita https://t.co/A0IScGqQtY';KemenkesRI
Zaindamai;2084;2631;b'Sertifikat Vaksin jadi pasport keren @kemenhub151 @KemenkesRI @RadioElshinta mahalnya biaya test swab PCR vs GeNose @masdhafm @tribunjogja #VaksinUntukKita https://t.co/A0IScGqQtY';RadioElshinta
